"r_number","name","country","formation","system","series","intervall","max_ma","min_ma","time_slice_text","reliabilit","subsurface_text","type_text","thickness_text","m_thick","width_text","m_width","extension_text","m_ext","ext_belt","belonging","tropical_text","environment_text","subenvironment_text","bathymetry_text","biota_main_t","biota_sec_text","biota_deta_text","alg_type_text","p_lmc","p_arag","p_hmc","upwell_text","control_text","diversity_text","m_spec","guild_text","macro_bor_text","micro_bor_text","vert_zonat_text","hor_zonat_text","micrite_text","sparite_text","debris_text","dolomite_text","reservoir_text","latit","longit","collection","pal_lat_scotese","pal_long_scotese"
"801","Kaukura II, Tuamotu Islands, Pacific","France","","Neogene","Miocene","Middle Miocene","16.00","11.60","Burdigalian - Serravallian","1","Seismic data available","True reef","10 to 100 m thick","","","","More than 1000 m","","20","","Tropical or unknown","Shelf or Platform margin","Atoll (circular structure)","Above fair weather wave base","Corals","Algae","Scleractinian corals - red algae - (hydrozoans) - (foraminifera) - (microbes) - (sponges)","Red algae","0","70","30","no","no","","","Constructor guild","Present","Present","","","","","Medium production of reefal debris","Present","No or unknown reservoir potential","-15.7833","-146.6667","","-20.2806","-135.547"
"802","Kaukura III, Tuamotu Islands, Pacific","France","","Neogene","Upper Neogene","Late Miocene/Pliocene","11.60","2.60","Tortonian - Gelasian","1","Seismic data available","True reef","101-500 m thick","","","","More than 1000 m","","20","","Tropical or unknown","Shelf or Platform margin","Atoll (circular structure)","Above fair weather wave base","Corals","Algae","Scleractinian corals - red algae - (hydrozoans) - (foraminifera) - (microbes) - (sponges)","Red algae","0","70","30","no","no","","","Constructor guild","Present","Present","","","","","Medium production of reefal debris","Present","No or unknown reservoir potential","-15.7833","-146.6667","","-18.5013","-141.001"
"4198","Niau, Tuamotu","French Polynesia","Unknown","Quaternary","Pleistocene","late Pleistocene","0.10","0.00","Recent","2","Outcropping reef","True reef","Less than 10 m thick","","10 - 100 m wide","","More than 1000 m","","","","Tropical or unknown","Shelf or Platform margin","Atoll (circular structure)","Above fair weather wave base","Non-rudist bivalves","Non-rudist bivalves","Bivalves (mostly oysters) - algae (microbes)","","","","","","","25 or more reef building species","120","","","","","","","","","","No or unknown reservoir potential","-16.1","-146.2","","",""
"803","Tikehau, Tuamotu Islands, Pacific","France","","Neogene","Miocene","lower Miocene","23.00","16.00","Chattian - Aquitanian","2","Seismic data available","True reef","101-500 m thick","","","","More than 1000 m","","20","","Tropical or unknown","Shelf or Platform margin","Atoll (circular structure)","Above fair weather wave base","Corals","Algae","Scleractinian corals - red algae - (hydrozoans) - (foraminifera) - (microbes) - (sponges)","Red algae","0","70","30","no","no","","","Constructor guild","Present","Present","","","","","Medium production of reefal debris","Present","No or unknown reservoir potential","-14.8667","-144.5333","","-20.0122","-130.722"
"804","Tikehau II, Tuamotu Islands, Pacific","France","","Neogene","Miocene","lower Miocene","23.00","16.00","Burdigalian - Serravallian","1","Seismic data available","True reef","10 to 100 m thick","","","","More than 1000 m","","20","","Tropical or unknown","Shelf or Platform margin","Atoll (circular structure)","Above fair weather wave base","Corals","Algae","Scleractinian corals - red algae - (hydrozoans) - (foraminifera) - (microbes) - (sponges)","Red algae","0","70","30","no","no","","","Constructor guild","Present","Present","","","","","Medium production of reefal debris","Present","No or unknown reservoir potential","-14.8667","-144.5333","","-20.0122","-130.722"
"805","Tikehau III, Tuamotu Islands, Pacific","France","","Neogene","Upper Neogene","Late Miocene/Pliocene","11.60","2.60","Tortonian - Gelasian","1","Seismic data available","True reef","101-500 m thick","","","","More than 1000 m","","20","","Tropical or unknown","Shelf or Platform margin","Atoll (circular structure)","Above fair weather wave base","Corals","Algae","Scleractinian corals - red algae - (hydrozoans) - (foraminifera) - (microbes) - (sponges)","Red algae","0","70","30","no","no","","","Constructor guild","Present","Present","","","","","Medium production of reefal debris","Present","No or unknown reservoir potential","-14.8667","-144.5333","","-18.4152","-136.471"
"551","Wrangell Mountains, Alaska","United States","","Triassic","Upper Triassic","lower Norian","228.00","208.50","late Carnian - middle Hettangian","3","Outcropping reef","Biostrome","Less than 10 m thick","","","","10 - 100 m","","","","Tropical or unknown","Intrashelf/ Intraplatform","Unknown","Above fair weather wave base","Corals","Stromatoporoids","Scleractinian corals - (chaetetids, stromatoporoids-hydrozoans-spongiomorphids) - algae - microbes","","0","100","0","no","no","6 to 24 reef building species","","Baffler guild","","","","","More than 60% micrite","Less than 10% sparite","Low production of reefal debris","","No or unknown reservoir potential","62.0333","-144.0833","","4.7192","-74.6152"
"1453","Montauk Bluff, Alaska","United States","Ogilvie","Devonian","Lower Devonian","Emsian","407.60","393.30","late Pragian - Eifelian","2","Outcropping reef","True reef","10 to 100 m thick","","","","10 - 100 m","","5","","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","25 or more reef building species","","Constructor guild","","","","","30-60% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","65.1667","-141.4167","75818","-1.10079","-40.2365"
"1452","Squaw Mountain, Ogilvie Mts, Alaska","United States","Ogilvie","Devonian","Lower Devonian","Emsian","407.60","393.30","late Pragian - Eifelian","2","Outcropping reef","True reef","10 to 100 m thick","40","","","10 - 100 m","","5","","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","25 or more reef building species","","Constructor guild","","","Medium zonation","Medium zonation","30-60% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","65.0667","-141.0833","","-1.10453","-40.3067"
"1385","Johnson Creek, Yukon","Canada","Kingak","Jurassic","Lower Jurassic","Hettangian/Sinemurian","201.30","190.80","late Hettangian - early Aalenian","1","Outcropping reef","Biostrome","10 to 100 m thick","18","","","More than 100 m","","","","Temperate","Intrashelf/ Intraplatform","Marginal marine - coastal -  siliciclastic shelf","Above fair weather wave base","Non-rudist bivalves","Non-rudist bivalves","Non-rudist bivalves only","","80","20","0","no","no","Less than 6 reef building species","1","Baffler guild","","","","","30-60% micrite","Less than 10% sparite","Low production of reefal debris","","No or unknown reservoir potential","68.05","-138.0333","45363","57.7227","-56.6742"
"182","N-Yukon","Canada","","Permian","Lower Permian","Sakmarian/Artinskian","298.90","283.50","Sakmarian - Kungurian","2","Outcropping reef","Reef mound","Less than 10 m thick","4","Less than 10 m wide","","10 - 100 m","21","","","Cold - water","Intrashelf/ Intraplatform","Marginal marine - coastal -  siliciclastic shelf","Above fair weather wave base","Algae","Algae","Palaeoaplysina - phylloid algae","Green algae","0","100","0","no","no","Less than 6 reef building species","3","Binder guild","","Present","","","More than 60% micrite","Less than 10% sparite","Low production of reefal debris","","No or unknown reservoir potential","68.2583","-136.4625","45346","44.3532","-22.1804"
"2929","Drake Island, Glacier Bay National Park, Alaska","United States","Willoughby","Silurian","Ludlow","Ludlow","427.40","423.00","Wenlock - early Pridoli","1","Outcropping reef","True reef","10 to 100 m thick","","","","More than 100 m","150","","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Microbes","Calcisponges","Stromatolites-'sphinctozoans'-(stromatoporoids, algae, corals)","","0","40","60","no","no","6 to 24 reef building species","","Binder guild","","Present","","Pronounced zonation","30-60% micrite","10-25% sparite","Medium production of reefal debris","","No or unknown reservoir potential","58.6333","-136.2167","79359","-2.69102","-91.5554"
"2974","Bonnet Plume River, Yukon","Canada","Road River","Devonian","Lower Devonian","Lochkovian","419.20","410.80","middle Pridolian - middle Pragian","2","Outcropping reef","","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Corals","","","100","0","0","no","no","","","","","","","","","","","","No or unknown reservoir potential","65.8333","-134.8833","","4.68057","-43.9823"
"10","Lime Peak, Yukon","Canada","Aksala","Triassic","Upper Triassic","Norian","228.00","208.50","late Carnian - middle Hettangian","2","Outcropping reef","True reef","101-500 m thick","150","101-1000 m wide","1000","More than 1000 m","3000","","","Tropical or unknown","Intrashelf/ Intraplatform","Unknown","Above fair weather wave base","Calcisponges","Corals","Corals - calcareous sponges (hydrozoans) - solenoporaceans - (Tubiphytes) - (bryozoans)","","0","100","0","no","no","25 or more reef building species","22","Binder guild","","","","","30-60% micrite","10-25% sparite","Medium production of reefal debris","","No or unknown reservoir potential","61.0611","-134.8736","38033","27.3014","-73.4842"
"3822","Knorr Range, Yukon","Canada","Prongs Creek","Devonian","Lower Devonian","Emsian","407.60","393.30","late Pragian - Eifelian","2","Outcropping reef","Reef mound","10 to 100 m thick","25","Less than 10 m wide","10","10 - 100 m","90","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","","Stromatoporoids","Corals","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","50","0","50","no","no","","","","","","","","","","","","No or unknown reservoir potential","65.45","-134.2833","81646","-3.8694","-39.1017"
"3707","Heceta Island, Marble Cove, Alaska","United States","Heceta","Silurian","Upper Silurian","Wenlock/Ludlow","433.40","423.00","Wenlock - early Pridoli","1","Outcropping reef","Mud mound or bank","Less than 10 m thick","10","10 - 100 m wide","","More than 100 m","200","","","Tropical or unknown","Ramp or Slope","Upper slope or inner ramp","Below fair weather wave base","Microbes","Calcisponges","Stromatolites-'sphinctozoans'-(stromatoporoids, algae, corals)","","20","40","40","no","no","Less than 6 reef building species","5","Binder guild","","","","","More than 60% micrite","","Low production of reefal debris","","No or unknown reservoir potential","55.7833","-133.4833","79356","-2.78184","-91.8877"
"1842","Heceta Island, Alexander Terrane, Alaska","United States","Heceta","Silurian","Upper Silurian","Wenlock/Ludlow","433.40","423.00","Wenlock - early Pridoli","1","Outcropping reef","True reef","10 to 100 m thick","","","","More than 100 m","","","","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","Microbes","Calcisponges","Stromatolites-'sphinctozoans'-(stromatoporoids, algae, corals)","","20","30","50","no","no","6 to 24 reef building species","","Binder guild","","","","Medium zonation","30-60% micrite","","Medium production of reefal debris","","No or unknown reservoir potential","55.7472","-133.4472","79357","-2.81909","-91.9059"
"1843","Prince of Wales Island, Alaska","United States","Heceta","Silurian","Upper Silurian","Wenlock/Ludlow","433.40","423.00","Wenlock - early Pridoli","1","Outcropping reef","Biostrome","10 to 100 m thick","","","","More than 100 m","","","","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","","Microbes","Algae","Stromatolites-'sphinctozoans'-(stromatoporoids, algae, corals)","Red algae","0","100","0","no","no","6 to 24 reef building species","","Binder guild","","","","","30-60% micrite","10-25% sparite","","","No or unknown reservoir potential","55.7917","-133.1833","79355","-2.91553","-91.7844"
"3307","Wadleigh Island, Prince of Wales Island, Alaska","United States","Wadleigh Limestone","Devonian","Middle Devonian","Eifelian","393.30","387.70","late Pragian - Eifelian","2","Outcropping reef","True reef","","","","","","","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Corals","Corals","","","100","0","0","no","no","6 to 24 reef building species","10","Constructor guild","","","","","30-60% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","55.5333","-133.1667","36589","-19.9258","-80.9019"
